epoch,step,global_step,lr,grad_norm,l1_masked,perceptual,color_moment,saturation,border,bg_tv,bg_delta,edge_coherence,total,weight_l1_masked,weight_perceptual,weight_color_moment,weight_saturation,weight_border,weight_bg_tv,weight_bg_delta,weight_edge_coherence
1,10,10,1.00e-03,32.6065,0.07632439583539963,2.4153645038604736,0.058584313839673996,0.06973964720964432,0.06507178395986557,0.007934898138046265,0.02323390170931816,0.12343116849660873,2.110471725463867,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
1,20,20,1.00e-03,13.1508,0.06002087518572807,2.011967182159424,0.035406701266765594,0.0462980642914772,0.05089053884148598,0.006709388457238674,0.02113070711493492,0.10712773352861404,1.6761958599090576,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
1,30,30,1.00e-03,14.6451,0.05126188322901726,1.591641902923584,0.030681516975164413,0.05031566321849823,0.04516267776489258,0.006457743234932423,0.02209135890007019,0.0955648347735405,1.4647173881530762,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
1,40,40,1.00e-03,18.2682,0.05392458662390709,1.78854238986969,0.030786246061325073,0.047988321632146835,0.04851134493947029,0.006065596826374531,0.022988900542259216,0.10603480041027069,1.5775562524795532,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
1,50,50,1.00e-03,20.5803,0.06439774483442307,1.965525507926941,0.0446934700012207,0.061407119035720825,0.056704260408878326,0.006374894175678492,0.024369416758418083,0.10673389583826065,1.8069382905960083,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
1,60,60,1.00e-03,14.7737,0.04294018819928169,1.4622429609298706,0.01944062113761902,0.04272562265396118,0.03854842483997345,0.007191210985183716,0.02739739418029785,0.09018129855394363,1.2775630950927734,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
1,70,70,1.00e-03,32.3808,0.044245366007089615,1.8353323936462402,0.0199369378387928,0.05242466181516647,0.03983799368143082,0.007278988137841225,0.028920218348503113,0.09736760705709457,1.3652352094650269,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
1,80,80,1.00e-03,29.7243,0.02992457151412964,1.1582964658737183,0.0149797722697258,0.02769109606742859,0.027238808572292328,0.005487306043505669,0.02317061275243759,0.07938887923955917,0.9575343132019043,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
1,90,90,1.00e-03,10.3606,0.03713087737560272,1.4686095714569092,0.013018451631069183,0.047622330486774445,0.033855099231004715,0.0066827028058469296,0.024765601381659508,0.08702315390110016,1.1550127267837524,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
1,100,100,1.00e-03,30.3064,0.041233744472265244,1.528679370880127,0.01881648227572441,0.041319649666547775,0.03795972838997841,0.006581018678843975,0.024748018011450768,0.0925920158624649,1.2678476572036743,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
1,110,110,1.00e-03,22.3719,0.04703256115317345,1.6470674276351929,0.027884861454367638,0.0402180552482605,0.04161655530333519,0.006246339995414019,0.024194177240133286,0.09579424560070038,1.3876793384552002,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
1,120,120,1.00e-03,15.3078,0.04049847275018692,1.5553457736968994,0.017010828480124474,0.045259468257427216,0.03637464717030525,0.00620721559971571,0.025736313313245773,0.08408310264348984,1.2194044589996338,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
2,10,133,9.99e-04,16.4269,0.04389359429478645,1.5943175554275513,0.020990580320358276,0.05158410221338272,0.039086855947971344,0.006023794412612915,0.022314555943012238,0.09127150475978851,1.3059605360031128,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
2,20,143,9.99e-04,25.9096,0.0471353754401207,1.812940001487732,0.024719301611185074,0.05561188608407974,0.042707983404397964,0.006294391583651304,0.0235171876847744,0.10269347578287125,1.4387180805206299,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
2,30,153,9.99e-04,8.0724,0.04251369461417198,1.4242855310440063,0.018829461187124252,0.048992522060871124,0.038064438849687576,0.006491751875728369,0.021693602204322815,0.09279373288154602,1.2651922702789307,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
2,40,163,9.99e-04,18.1772,0.039235275238752365,1.2370216846466064,0.01763118989765644,0.044416069984436035,0.03593134507536888,0.008615736849606037,0.025595344603061676,0.09307323396205902,1.1988612413406372,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
2,50,173,9.99e-04,20.1149,0.04199244827032089,1.179463267326355,0.02664949558675289,0.03969988226890564,0.03777941316366196,0.006990310736000538,0.02520117536187172,0.08200524747371674,1.21937096118927,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
2,60,183,9.99e-04,7.2480,0.04636579751968384,1.453787922859192,0.019364794716238976,0.04455838352441788,0.041753608733415604,0.006817876361310482,0.02102513238787651,0.10098608583211899,1.365943193435669,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
2,70,193,9.99e-04,8.9797,0.04068500176072121,1.1827131509780884,0.016255328431725502,0.044019170105457306,0.037563081830739975,0.0074655236676335335,0.0248255655169487,0.08483543246984482,1.2024343013763428,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
2,80,203,9.99e-04,10.5766,0.037146784365177155,1.2524288892745972,0.015404053032398224,0.04499607905745506,0.033783942461013794,0.0066919284872710705,0.021854475140571594,0.08638367056846619,1.1306227445602417,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
2,90,213,9.99e-04,18.6089,0.03524232655763626,1.011894702911377,0.020853925496339798,0.03264850750565529,0.03245539590716362,0.00685788132250309,0.023306336253881454,0.07465565204620361,1.05250883102417,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
2,100,223,9.99e-04,12.3841,0.03391853719949722,1.2656856775283813,0.012879403308033943,0.036888837814331055,0.031407102942466736,0.006782956421375275,0.023938408121466637,0.08587077260017395,1.072424054145813,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
2,110,233,9.99e-04,14.9731,0.038906391710042953,1.1543203592300415,0.022318299859762192,0.054628726094961166,0.03532492369413376,0.007048370316624641,0.023198654875159264,0.08474904298782349,1.1650339365005493,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
2,120,243,9.99e-04,18.4823,0.042195145040750504,1.3381296396255493,0.017295945435762405,0.04931981861591339,0.03881467878818512,0.007152854464948177,0.02358299121260643,0.09445469826459885,1.2712901830673218,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
3,10,256,9.96e-04,9.8372,0.038910701870918274,1.2525677680969238,0.011707696132361889,0.044643156230449677,0.03585187345743179,0.0073121171444654465,0.024397214874625206,0.09498389065265656,1.1913701295852661,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
3,20,266,9.96e-04,24.8025,0.03189925104379654,1.0622518062591553,0.015049053356051445,0.041080839931964874,0.028867710381746292,0.007076217792928219,0.024372100830078125,0.08196188509464264,0.9967328310012817,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
3,30,276,9.96e-04,20.0392,0.04190853238105774,1.3308130502700806,0.021859563887119293,0.046951889991760254,0.03704608604311943,0.007024846971035004,0.02209598943591118,0.09059860557317734,1.235746145248413,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
3,40,286,9.96e-04,13.3257,0.04483173042535782,1.4820666313171387,0.016107793897390366,0.04786553978919983,0.04123969003558159,0.007725711911916733,0.02360832504928112,0.10007913410663605,1.34993577003479,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
3,50,296,9.96e-04,23.4676,0.027283132076263428,0.8582325577735901,0.0093928761780262,0.032303158193826675,0.0248087290674448,0.006931253243237734,0.02439471147954464,0.06986679881811142,0.8468724489212036,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
3,60,306,9.96e-04,22.1270,0.03497571125626564,1.157716155052185,0.017088692635297775,0.049781765788793564,0.031802572309970856,0.0066424463875591755,0.022290360182523727,0.07501985877752304,1.0545486211776733,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
3,70,316,9.96e-04,26.6262,0.038105860352516174,1.3760699033737183,0.017333392053842545,0.04354275390505791,0.03392380103468895,0.007066845428198576,0.02592940628528595,0.08952672779560089,1.164673089981079,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
3,80,326,9.96e-04,14.3809,0.03566599264740944,1.097680926322937,0.015418993309140205,0.03863038122653961,0.03224363923072815,0.00723916944116354,0.024772075936198235,0.08919840306043625,1.0915493965148926,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
3,90,336,9.96e-04,31.2673,0.039104163646698,1.370966911315918,0.01880413293838501,0.0457271933555603,0.035635191947221756,0.007156429812312126,0.022970061749219894,0.08351632207632065,1.181475281715393,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
3,100,346,9.96e-04,25.9241,0.03199610859155655,0.9623923897743225,0.016895657405257225,0.0398828499019146,0.02856549806892872,0.0065886350348591805,0.02197025716304779,0.07454845309257507,0.9635295271873474,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
3,110,356,9.96e-04,12.9463,0.02770785428583622,0.7932088971138,0.010873655788600445,0.032696325331926346,0.025433313101530075,0.006098064128309488,0.021312689408659935,0.07581187784671783,0.8660235404968262,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
3,120,366,9.96e-04,14.4943,0.034942176192998886,1.3592736721038818,0.016730356961488724,0.04803723469376564,0.03257051110267639,0.007986919023096561,0.027318721637129784,0.09268400818109512,1.1358927488327026,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
4,10,379,9.91e-04,26.4837,0.03633982688188553,1.0360089540481567,0.022452201694250107,0.036250628530979156,0.03310638293623924,0.007358732633292675,0.02490895614027977,0.08530925959348679,1.102888822555542,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
4,20,389,9.91e-04,16.0097,0.03727737441658974,1.3518184423446655,0.014352912083268166,0.04564042389392853,0.03514520823955536,0.00773598812520504,0.025657255202531815,0.09312942624092102,1.1830096244812012,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
4,30,399,9.91e-04,7.8054,0.03606448322534561,1.1101198196411133,0.013850396499037743,0.04041343927383423,0.033522944897413254,0.0082832220941782,0.025242885574698448,0.08568880707025528,1.1058642864227295,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
4,40,409,9.91e-04,19.7123,0.026777593418955803,0.9119703769683838,0.010255911387503147,0.03278478980064392,0.024307552725076675,0.00590687058866024,0.02050195075571537,0.06609096378087997,0.829089343547821,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
4,50,419,9.91e-04,20.4058,0.03725709393620491,1.0063953399658203,0.019162354990839958,0.038114119321107864,0.033801935613155365,0.007013298571109772,0.02268795296549797,0.07691425085067749,1.0878167152404785,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
4,60,429,9.91e-04,6.3783,0.03178923577070236,1.0512542724609375,0.01274467445909977,0.03514539822936058,0.029849480837583542,0.0067283217795193195,0.02104981243610382,0.07834313064813614,0.9929413795471191,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
4,70,439,9.91e-04,22.8750,0.03368980810046196,1.07058846950531,0.01545749418437481,0.0430154949426651,0.030503645539283752,0.007390747312456369,0.024251755326986313,0.07572387158870697,1.0183920860290527,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
4,80,449,9.91e-04,12.1659,0.03337203711271286,1.0577800273895264,0.011506105773150921,0.03622789680957794,0.030340926721692085,0.006951957009732723,0.02285819873213768,0.0857062116265297,1.0282106399536133,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
4,90,459,9.91e-04,9.4107,0.03089195489883423,1.0153980255126953,0.009475728496909142,0.041414204984903336,0.029206514358520508,0.007658092305064201,0.025117170065641403,0.08877554535865784,1.002358317375183,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
4,100,469,9.91e-04,9.0113,0.02415456995368004,0.825287938117981,0.006261948496103287,0.029774386435747147,0.022822195664048195,0.006438213866204023,0.02387891337275505,0.06786969304084778,0.7848418951034546,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
4,110,479,9.91e-04,10.6805,0.037499818950891495,1.2400140762329102,0.014851130545139313,0.04912610724568367,0.033498767763376236,0.0075887516140937805,0.02580644004046917,0.08432678878307343,1.126430869102478,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
4,120,489,9.91e-04,6.4663,0.03216473013162613,1.1030434370040894,0.012860944494605064,0.04505695402622223,0.029667211696505547,0.007646556943655014,0.022397562861442566,0.0747724249958992,0.9932931661605835,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
5,10,502,9.84e-04,13.2459,0.03359176218509674,1.1178117990493774,0.011605774983763695,0.03538079932332039,0.030330410227179527,0.006445782724767923,0.022188929840922356,0.09619078785181046,1.060227394104004,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
5,20,512,9.84e-04,6.2258,0.03791021555662155,1.355022668838501,0.01111894752830267,0.03805210441350937,0.03471191227436066,0.006453260779380798,0.022196298465132713,0.09510605782270432,1.1730166673660278,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
5,30,522,9.84e-04,9.1177,0.03739999607205391,1.1141202449798584,0.010554788634181023,0.04425179958343506,0.03474956750869751,0.00837103370577097,0.02623062953352928,0.10131355375051498,1.1688870191574097,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
5,40,532,9.84e-04,38.2347,0.03307120501995087,1.0130709409713745,0.018821656703948975,0.03786391392350197,0.03059905208647251,0.007210253272205591,0.02248717099428177,0.07277567684650421,1.0053131580352783,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
5,50,542,9.84e-04,28.2403,0.031587786972522736,1.026745319366455,0.00800104346126318,0.03955873101949692,0.02903595380485058,0.007797778584063053,0.025538071990013123,0.08509369194507599,0.9927886724472046,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
5,60,552,9.84e-04,9.1746,0.03462929651141167,0.9930091500282288,0.011151991784572601,0.042291805148124695,0.03179994598031044,0.007589526474475861,0.023121017962694168,0.08251975476741791,1.0453951358795166,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
5,70,562,9.84e-04,20.6663,0.03477150574326515,1.192430019378662,0.01492863055318594,0.044873397797346115,0.03231346607208252,0.007994294166564941,0.025843366980552673,0.08764422684907913,1.0965209007263184,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
5,80,572,9.84e-04,11.7130,0.03348719701170921,0.9780370593070984,0.01396453008055687,0.03987506404519081,0.030630003660917282,0.00727425329387188,0.02447124384343624,0.07414020597934723,1.0031428337097168,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
5,90,582,9.84e-04,12.2002,0.029500002041459084,0.9290492534637451,0.009376767091453075,0.03651612624526024,0.027887241914868355,0.007034583017230034,0.023267049342393875,0.07426951080560684,0.9254857897758484,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
5,100,592,9.84e-04,8.2031,0.027826277539134026,0.800872266292572,0.013921178877353668,0.031331248581409454,0.025080818682909012,0.006414406001567841,0.02242068201303482,0.06758473813533783,0.8466655015945435,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
5,110,602,9.84e-04,22.8179,0.032352346926927567,1.0580658912658691,0.010585869662463665,0.04256366193294525,0.030050240457057953,0.006859373301267624,0.022539563477039337,0.08065026998519897,1.0059869289398193,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
5,120,612,9.84e-04,17.5513,0.034230317920446396,1.0878493785858154,0.010519102215766907,0.046061158180236816,0.03144153580069542,0.008449717424809933,0.027335744351148605,0.08281856030225754,1.0528950691223145,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
6,10,625,9.76e-04,20.8278,0.028730230405926704,0.8491710424423218,0.01326104998588562,0.032003071159124374,0.026762166991829872,0.006968146190047264,0.024377834051847458,0.0686604231595993,0.8871620297431946,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
6,20,635,9.76e-04,33.8837,0.03025238960981369,0.8597992062568665,0.013554873876273632,0.0313468761742115,0.027734503149986267,0.006695890799164772,0.023875778540968895,0.07456586509943008,0.9257078766822815,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
6,30,645,9.76e-04,13.4535,0.028686435893177986,0.8693407773971558,0.007946020923554897,0.034452155232429504,0.02706240303814411,0.007103854790329933,0.020936310291290283,0.08114955574274063,0.9144022464752197,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
6,40,655,9.76e-04,13.9351,0.028595127165317535,0.9480810165405273,0.011286537162959576,0.035433754324913025,0.02652149088680744,0.006751032546162605,0.02319156378507614,0.06965067237615585,0.8917314410209656,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
6,50,665,9.76e-04,14.8494,0.031190339475870132,1.01054847240448,0.010454168543219566,0.041085582226514816,0.029187094420194626,0.0070609101094305515,0.02442898415029049,0.08074146509170532,0.9832322597503662,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
6,60,675,9.76e-04,9.3607,0.028059860691428185,0.8523504137992859,0.008115427568554878,0.03707889840006828,0.026302853599190712,0.006970783695578575,0.022102396935224533,0.07172828167676926,0.875979483127594,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
6,70,685,9.76e-04,7.1309,0.029140260070562363,0.7878606915473938,0.00771741708740592,0.029515184462070465,0.027061596512794495,0.007253990508615971,0.02177564799785614,0.07462062686681747,0.891308605670929,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
6,80,695,9.76e-04,20.7920,0.03278744965791702,0.9992619752883911,0.012737058103084564,0.04565205052495003,0.03041289560496807,0.007543948478996754,0.022786688059568405,0.07845809310674667,1.007483720779419,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
6,90,705,9.76e-04,26.2962,0.035446647554636,0.9902236461639404,0.018426110967993736,0.03323020786046982,0.032342009246349335,0.0068039316684007645,0.022175133228302002,0.07937644422054291,1.0567150115966797,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
6,100,715,9.76e-04,18.2343,0.02725713513791561,0.9135411977767944,0.01153807993978262,0.028937164694070816,0.02499835379421711,0.006463724188506603,0.021678119897842407,0.07610706984996796,0.8700721263885498,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
6,110,725,9.76e-04,9.7047,0.030402841046452522,1.0062010288238525,0.009137408807873726,0.04705002158880234,0.028053030371665955,0.007710273843258619,0.025915328413248062,0.07755725830793381,0.9545096158981323,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
6,120,735,9.76e-04,17.0811,0.03756512701511383,1.1090236902236938,0.0197799950838089,0.03958524391055107,0.033989280462265015,0.006645870860666037,0.02141008898615837,0.08811943978071213,1.130462884902954,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
7,10,748,9.65e-04,16.7163,0.027934551239013672,0.8906917572021484,0.008283557370305061,0.03437186777591705,0.026027552783489227,0.006501948460936546,0.021857865154743195,0.08226820081472397,0.8999993801116943,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
7,20,758,9.65e-04,15.5528,0.030311474576592445,1.0778391361236572,0.008986089378595352,0.04272029176354408,0.0283498615026474,0.007596398703753948,0.026934023946523666,0.07954859733581543,0.9703572988510132,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
7,30,768,9.65e-04,17.5306,0.028992166742682457,0.8834407925605774,0.005824619438499212,0.042437974363565445,0.026815077289938927,0.007417408749461174,0.024350378662347794,0.07709682732820511,0.9060990810394287,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
7,40,778,9.65e-04,9.6876,0.031440310180187225,0.9321513772010803,0.008096545934677124,0.04468817263841629,0.02960597164928913,0.008650625124573708,0.02547517418861389,0.07535737752914429,0.9695875644683838,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
7,50,788,9.65e-04,13.2736,0.026967715471982956,0.887141764163971,0.011188911274075508,0.03837577998638153,0.02486453950405121,0.006766354665160179,0.026017773896455765,0.07493285834789276,0.867767870426178,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
7,60,798,9.65e-04,23.1697,0.027941985055804253,0.761502206325531,0.011840250343084335,0.0348324179649353,0.02576969936490059,0.006574481725692749,0.02097303234040737,0.06598582118749619,0.8469251394271851,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
7,70,808,9.65e-04,11.2862,0.02559065632522106,0.8727685213088989,0.007537837140262127,0.031136207282543182,0.024102475494146347,0.006673388183116913,0.021408190950751305,0.06655167788267136,0.8139761686325073,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
7,80,818,9.65e-04,13.3727,0.02594318613409996,0.8634905815124512,0.006803355645388365,0.032671842724084854,0.024586988613009453,0.006776853464543819,0.020014356821775436,0.0740867331624031,0.8394383788108826,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
7,90,828,9.65e-04,3.8948,0.028643224388360977,0.8137320280075073,0.006583643611520529,0.03306031972169876,0.027561461552977562,0.007374495733529329,0.0212668776512146,0.07757840305566788,0.905741274356842,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
7,100,838,9.65e-04,11.7584,0.026626741513609886,0.7955362200737,0.0063070086762309074,0.030352817848324776,0.025102412328124046,0.0070408303290605545,0.021902676671743393,0.07698363065719604,0.8521826267242432,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
7,110,848,9.65e-04,11.0914,0.03484879434108734,1.130882740020752,0.014091148041188717,0.04019660875201225,0.032441023737192154,0.007203632965683937,0.02413870207965374,0.09181060642004013,1.0982921123504639,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
7,120,858,9.65e-04,6.0715,0.024967579171061516,0.7140470147132874,0.007639594376087189,0.02989010512828827,0.023621587082743645,0.006996706128120422,0.021747775375843048,0.0661366730928421,0.7866015434265137,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
8,10,871,9.52e-04,22.7666,0.035198427736759186,1.2184114456176758,0.00601698225364089,0.044668301939964294,0.03364963456988335,0.008529371581971645,0.02600090578198433,0.1035904586315155,1.1496009826660156,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
8,20,881,9.52e-04,17.2657,0.027169888839125633,0.8587040305137634,0.008970707654953003,0.032169561833143234,0.026043985038995743,0.006572517100721598,0.02131260558962822,0.06878101080656052,0.8593964576721191,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
8,30,891,9.52e-04,15.4827,0.02878669835627079,0.9043218493461609,0.011634280905127525,0.03549109026789665,0.0267189834266901,0.007140078581869602,0.023682892322540283,0.07505137473344803,0.9062775373458862,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
8,40,901,9.52e-04,15.9450,0.026715658605098724,0.8100865483283997,0.009257796220481396,0.03435494005680084,0.025215977802872658,0.007225160486996174,0.02558375895023346,0.07140320539474487,0.8513851165771484,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
8,50,911,9.52e-04,19.3700,0.02609187923371792,0.716401994228363,0.008595138788223267,0.027800895273685455,0.02400863915681839,0.006347910035401583,0.021883856505155563,0.06651104241609573,0.8000757694244385,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
8,60,921,9.52e-04,24.2064,0.026941513642668724,0.8087232708930969,0.01404988020658493,0.029393143951892853,0.024710778146982193,0.0067015402019023895,0.0231101643294096,0.06194603443145752,0.8235114216804504,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
8,70,931,9.52e-04,10.4427,0.036526408046483994,1.0886344909667969,0.01130545511841774,0.05010519549250603,0.034025903791189194,0.009090734645724297,0.02673124335706234,0.09020452946424484,1.126505732536316,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
8,80,941,9.52e-04,12.2651,0.027983397245407104,0.8236658573150635,0.006761419586837292,0.037944093346595764,0.026723820716142654,0.007420405745506287,0.02310260199010372,0.06883163005113602,0.8717660307884216,5.0,0.1,1.5,0.3,16.0,0.7,1.0,2.5
